name,state_name,city,state,zip_code,phone
ROCKWELL CHRISTIAN SCHOOL,NORTH CAROLINA,ROCKWELL,NC ,28138,7042798854
ROCKWERN ACADEMY,OHIO,CINCINNATI,OH ,45236,5139843770
ROCKY BAYOU CHRISTIAN SCHOOL,FLORIDA,NICEVILLE,FL ,32578,8506787358
ROCKY HILL SCHOOL,RHODE ISLAND,EAST GREENWICH,RI ,02818,4018849070
ROCKY KNOLL SCHOOL,WEST VIRGINIA,MARTINSBURG,WV ,25403,3042639894
ROCKY MOUNT ACADEMY,NORTH CAROLINA,ROCKY MOUNT,NC ,27803,2524434126
ROCKY MOUNT LUTHERAN HIGH SCHOOL,COLORADO,NORTHGLENN,CO ,80233,3033461947
ROCKY MOUNTAIN CHRISTIAN ACADEMY,COLORADO,LONGMONT,CO ,80503,3036529162
ROCKY MOUNTAIN EDUCATION,MONTANA,KALISPELL,MT ,59901,4067550490
ROCKY MOUNTAIN MONTESSORI ACADEMY,COLORADO,COLORADO SPRINGS,CO ,80920,7195920900
ROCKY RIDGE AMISH SCHOOL,MISSOURI,SEYMOUR,MO ,65746,5733643915
ROCKY RIDGE SCHOOL,WISCONSIN,DALTON,WI ,53926,
ROCKY VIEW,CALIFORNIA,ESCONDIDO,CA ,92026,7607411023
ROCKY VIEW PAROCHIAL SCHOOL,PENNSYLVANIA,NEWVILLE,PA ,17241,7177767987
ROCKY VIEW SCHOOL PAROCHIAL,PENNSYLVANIA,NEWVILLE,PA ,17241,7177766460
ROD OF GOD CHRISTIAN ACADEMY,NORTH CAROLINA,CHARLOTTE,NC ,28217,7045279900
RODEPH SHOLOM SCHOOL,NEW YORK,NEW YORK,NY ,10024,6464388500
ROENNE'S SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90016,3239346868
ROEPER CITY & COUNTRY SCHOOL,MICHIGAN,BLOOMFIELD HILLS,MI ,48303,2482037300
ROEPER SCHOOL MIDDLE/UPPER SCHOOL CAMPUS,MICHIGAN,BIRMINGHAM,MI ,48009,2482037306
ROGER BACON HIGH SCHOOL,OHIO,CINCINNATI,OH ,45217,5136411300
ROGER WILLIAMS ACADEMY,CALIFORNIA,SOUTH SAN FRANCISCO,CA ,94080,6505891081
ROGER WILLIAMS DAYCARE CENTER,RHODE ISLAND,PROVIDENCE,RI ,02905,4014672210
ROGERS ADVENTIST SCHOOL,WASHINGTON,COLLEGE PLACE,WA ,99324,5095291850
ROGERS CITY MONTESSORI,MICHIGAN,ROGERS CITY,MI ,49779,9897342542
ROGERS PARK MONTESSORI SCHOOL,ILLINOIS,CHICAGO,IL ,60640,7732711700
ROGUE VALLEY ADVENTIST SCHOOL,OREGON,MEDFORD,OR ,97501,5417732988
ROHAN WOODS SCHOOL,MISSOURI,SAINT LOUIS,MO ,63122,3148216270
ROHR BAIS CHAYA ACADEMY,FLORIDA,TAMARAC,FL ,33321,9547888781
ROLAND PARK COUNTRY SCHOOL,MARYLAND,BALTIMORE,MD ,21210,4103235500
ROLLA SEVENTH-DAY ADVENTIST SCHOOL,MISSOURI,ROLLA,MO ,65401,5733642041
ROLLING ACRES SCHOOL,INDIANA,MIDDLEBURY,IN ,46540,5748259566
ROLLING HILLS ACADEMY,TEXAS,SAN ANTONIO,TX ,78260,2104970323
ROLLING HILLS CHRISTIAN SCHOOL,KENTUCKY,SHEPHERDSVILLE,KY ,40165,5029575388
ROLLING HILLS COUNTRY DAY SCHOOL,CALIFORNIA,ROLLING HILLS ESTATES,CA ,90274,3103774848
ROLLING HILLS MONTESSORI,CALIFORNIA,ROLLING HILLS ESTATES,CA ,90274,3103775722
ROLLING HILLS PREP SCHOOL,CALIFORNIA,SAN PEDRO,CA ,90732,3107911101
ROLLING MEADOW SCHOOL,INDIANA,BREMEN,IN ,46506,
ROLLING RIDGE,OHIO,MILLERSBURG,OH ,44654,
ROLLINGWOOD ACADEMY,VIRGINIA,VIRGINIA BEACH,VA ,23453,7574308244
ROMAN CATHOLIC HIGH SCHOOL,PENNSYLVANIA,PHILADELPHIA,PA ,19107,2156271270
ROMAR ACADEMY,GEORGIA,EAST POINT,GA ,30344,4047613388
ROME CATHOLIC SCHOOL,NEW YORK,ROME,NY ,13440,3153366190
ROMEOVILLE CHRISTIAN ACADEMY,ILLINOIS,ROMEOVILLE,IL ,60446,8158864850
RONALD C WORNICK JEWISH DAY SCHOOL,CALIFORNIA,FOSTER CITY,CA ,94404,6503782638
RONALD KNOX MONTESSORI SCHOOL,ILLINOIS,WILMETTE,IL ,60091,8472562922
RONCALLI CATHOLIC HIGH SCHOOL,NEBRASKA,OMAHA,NE ,68152,4025717670
RONCALLI ELEMENTARY SCHOOL,SOUTH DAKOTA,ABERDEEN,SD ,57401,6052294100
RONCALLI HIGH SCHOOL,WISCONSIN,MANITOWOC,WI ,54220,9206828801
RONCALLI HIGH SCHOOL,INDIANA,INDIANAPOLIS,IN ,46227,3177878277
RONCALLI JR & SR HIGH SCHOOL,SOUTH DAKOTA,ABERDEEN,SD ,57401,6052257440
RONCALLI PRIMARY SCHOOL,SOUTH DAKOTA,ABERDEEN,SD ,57401,6052253460
ROOTS ACTIVITY LEARNING CENTER,DISTRICT OF COLUMBIA,WASHINGTON,DC ,20011,2028825155
ROSA LEE YOUNG CHILDHOOD CENTER,NEW YORK,ROCKVILLE CENTRE,NY ,11570,5165365674
ROSARIAN ACADEMY,FLORIDA,WEST PALM BEACH,FL ,33401,5618325131
ROSARY CATHEDRAL SCHOOL,OHIO,TOLEDO,OH ,43610,4192434396
ROSARY HIGH SCHOOL,ILLINOIS,AURORA,IL ,60506,6308960831
ROSARY HIGH SCHOOL,CALIFORNIA,FULLERTON,CA ,92831,7148796302
ROSARY SCHOOL,OKLAHOMA,OKLAHOMA CITY,OK ,73106,4055259272
ROSAS SCHOOL/TRADITIONAL,TEXAS,HOUSTON,TX ,77088,2814471975
ROSATI-KAIN HIGH SCHOOL,MISSOURI,SAINT LOUIS,MO ,63108,3145338513
ROSE & ALEX PILIBOS ARMENIAN SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90027,3236682661
ROSE HILL CHRISTIAN SCHOOL,KENTUCKY,ASHLAND,KY ,41102,6063246105
ROSE HILL MONTESSORI,IDAHO,BOISE,ID ,83705,2083857674
ROSE OF SHARON CHRISTIAN ACADEMY,TEXAS,EL PASO,TX ,79915,9157751944
ROSE PARK CHRISTIAN SCHOOL,MICHIGAN,HOLLAND,MI ,49424,6168204055
ROSE TREE DAY SCHOOL,PENNSYLVANIA,MEDIA,PA ,19063,6105654505
ROSE VALLEY SCHOOL,DELAWARE,DOVER,DE ,19904,3026782694
ROSEBURG JUNIOR ACADEMY,OREGON,ROSEBURG,OR ,97471,5416735278
ROSEDALE BAPTIST SCHOOL,MARYLAND,BALTIMORE,MD ,21237,4106876844
ROSEHILL CHRISTIAN SCHOOL,TEXAS,TOMBALL,TX ,77377,2813518114
ROSEHILL MONTESSORI SCHOOL,ILLINOIS,LISLE,IL ,60532,6309644500
ROSELAND CHRISTIAN SCHOOL,ILLINOIS,CHICAGO,IL ,60628,7732642174
ROSELAND DAYCARE CENTER,ILLINOIS,CHICAGO,IL ,60628,7738811212
ROSELAND PARK BAPTIST CHURCH ACADEMY,MISSISSIPPI,PICAYUNE,MS ,39466,6017983918
ROSELLE CATHOLIC HIGH SCHOOL,NEW JERSEY,ROSELLE,NJ ,07203,9082452350
ROSEMARY ANDERSON HIGH SCHOOL/PORTLAND OIC,OREGON,PORTLAND,OR ,97217,5037977222
ROSEMARY SCHOOL,WISCONSIN,FREDONIA,WI ,53021,2626922141
ROSEMARY SCHOOL,CALIFORNIA,PASADENA,CA ,91107,6268443033
ROSEMEAD EDUCATION CENTER,CALIFORNIA,ROSEMEAD,CA ,91770,6265728201
ROSEMONT CENTER SCHOOL,OHIO,COLUMBUS,OH ,43211,6144168782
ROSEMONT SCHOOL,PENNSYLVANIA,BRYN MAWR,PA ,19010,6109221001
ROSENBAUM YESHIVA OF NORTH JERSEY,NEW JERSEY,RIVER EDGE,NJ ,07661,2019861414
ROSEVILLE COMMUNITY SCHOOL,CALIFORNIA,ROSEVILLE,CA ,95678,9167866906
ROSEY'S ROMPER ROOM,MICHIGAN,CANTON,MI ,48187,7344161580
ROSS CORNERS CHRISTIAN ACADEMY,NEW YORK,VESTAL,NY ,13850,6077483301
ROSS COUNTY CHRISTIAN ACADEMY,OHIO,CHILLICOTHE,OH ,45601,7407724552
ROSS SCHOOL,NEW YORK,EAST HAMPTON,NY ,11937,6319075000
ROSS SCHOOL,NEW YORK,BRIDGEHAMPTON,NY ,11932,6315371240
ROSSIER PARK ELEMENTARY SCHOOL,CALIFORNIA,ORANGE,CA ,92866,7145163370
ROSSIER PARK SCHOOL,CALIFORNIA,BUENA PARK,CA ,90620,7145620441
ROSSLYN CHILDREN'S CENTER,VIRGINIA,ARLINGTON,VA ,22209,7035240203
ROSSVILLE CHRISTIAN ACADEMY,TENNESSEE,ROSSVILLE,TN ,38066,9318530200
ROSWELL UNITED METHODIST PRESCHOOL & KINDERGARTEN,GEORGIA,ROSWELL,GA ,30075,7709988699
ROUND GROVE CHRISTIAN ACADEMY,MISSOURI,MILLER,MO ,65707,4174523670
ROUND LAKE AREA PARK DISTRICT CHILD DEV CENTER,ILLINOIS,ROUND LAKE,IL ,60073,8475468558
ROUND ROCK CHRISTIAN ACADEMY,TEXAS,ROUND ROCK,TX ,78681,5122554491
ROUTT CATHOLIC HIGH SCHOOL,ILLINOIS,JACKSONVILLE,IL ,62650,2172438563
ROWAN COUNTY CHRISTIAN ACADEMY,KENTUCKY,MOREHEAD,KY ,40351,6067809566
ROWLAND HALL,UTAH,SALT LAKE CITY,UT ,84108,8013557485
ROXBORO CHRISTIAN ACADEMY,NORTH CAROLINA,ROXBORO,NC ,27573,3365990208
ROYAL CHRISTIAN ACADEMY,VIRGINIA,FRONT ROYAL,VA ,22630,5406367940
ROYAL CHRISTIAN ACADEMY,TEXAS,HOUSTON,TX ,77083,2817483157
ROYAL GARRISON SCHOOL,WASHINGTON,PULLMAN,WA ,99163,5093320556
ROYAL KIDS ACADEMY,FLORIDA,HIALEAH GARDENS,FL ,33018,3055575437
ROYAL OAK NURSERY SCHOOL & KINDERGARTEN,PENNSYLVANIA,ALLISON PARK,PA ,15101,4124871668
ROYAL PALM ACADEMY,FLORIDA,NAPLES,FL ,34110,2395949888
ROYAL POINT ACADEMY,TEXAS,SAN ANTONIO,TX ,78245,2106745310
ROYAL REDEEMER LUTHERAN SCHOOL,OHIO,NORTH ROYALTON,OH ,44133,4402377988
ROYALMONT ACADEMY,OHIO,MASON,OH ,45040,5137540555
ROYCEMORE SCHOOL,ILLINOIS,EVANSTON,IL ,60201,8478666055
ROYER-GREAVES SCHOOL FOR BLIND,PENNSYLVANIA,PAOLI,PA ,19301,6106441810
RSM MONTESSORI SCHOOL,CALIFORNIA,RANCHO SANTA MARGARITA,CA ,92688,9495896440
RUBY MOUNTAIN CHRISTIAN SCHOOL,NEVADA,SPRING CREEK,NV ,89815,7757536700
RUDOLF STEINER SCHOOL,NEW YORK,NEW YORK,NY ,10075,2125352136
RUDOLF STEINER SCHOOL OF ANN ARBOR,MICHIGAN,ANN ARBOR,MI ,48103,7342220058
RUDYARD CHRISTIAN SCHOOL,MICHIGAN,RUDYARD,MI ,49780,9064783910
RUFFING MONTESSORI SCHOOL,OHIO,ROCKY RIVER,OH ,44116,4403332250
RULE CHRISTIAN ACADEMY,TENNESSEE,KNOXVILLE,TN ,37921,8655461500
RUMSEY HALL SCHOOL,CONNECTICUT,WASHINGTON DEPOT,CT ,06794,8608680535
RUMSON COUNTRY DAY SCHOOL,NEW JERSEY,RUMSON,NJ ,07760,7328420527
RUNNING RIVER SCHOOL,COLORADO,LAFAYETTE,CO ,80026,3034992059
RUSH CHRISTIAN SCHOOL,OHIO,UHRICHSVILLE,OH ,44683,7402549091
RUSH DAY SCHOOL,ILLINOIS,CHICAGO,IL ,60612,3129426627
RUSHFORD ACADEMY SCHOOL,CONNECTICUT,DURHAM,CT ,06422,8603491989
RUSHTON SCHOOL,ALABAMA,BIRMINGHAM,AL ,35212,2055102700
RUSKIN CHRISTIAN SCHOOL,FLORIDA,RUSKIN,FL ,33570,8136456441
RUSSELL BEDE SCHOOL,CALIFORNIA,SAN MATEO,CA ,94401,6505794400
RUSSELL CHRISTIAN ACADEMY,MISSISSIPPI,MERIDIAN,MS ,39301,6014845888
RUSSIAN-AMERICAN INTERNATIONAL SCHOOL,CALIFORNIA,SAN FRANCISCO,CA ,94116,4156655467
RUTGERS PREPARATORY SCHOOL,NEW JERSEY,SOMERSET,NJ ,08873,7325455600
RUTGERS-LIVINGSTON DAYCARE CENTER,NEW JERSEY,PISCATAWAY,NJ ,08854,7324453645
RUTH MURDOCH ELEMENTARY SCHOOL,MICHIGAN,BERRIEN SPRINGS,MI ,49104,2694713220
RUTHERFORD ACADEMY,TENNESSEE,MURFREESBORO,TN ,37128,6158951961
RUTHERFORD CHILD CARE CENTER,NEW JERSEY,RUTHERFORD,NJ ,07070,2014380140
RUTHERFORD COUNTY COMMUNITY LEARNING CENTER,TENNESSEE,MURFREESBORO,TN ,37130,6158964501
RUTHERFORD MONTESSORI SCHOOL,NEW JERSEY,RUTHERFORD,NJ ,07070,2018421515
RUTLAND AREA CHRISTIAN SCHOOL,VERMONT,RUTLAND,VT ,05701,8027750709
RYAN ACADEMY,NEW JERSEY,NORTH BRUNSWICK,NJ ,08902,7325454800
RYAN ACADEMY OF NORFOLK,VIRGINIA,NORFOLK,VA ,23518,7575837926
RYAN JURY CHILD DEVELOPMENT LEARNING CTR,ILLINOIS,ROCKFORD,IL ,61104,8154899501
RYCEVILLE SCHOOL,MARYLAND,MECHANICSVILLE,MD ,20659,3017041659
RYE COUNTRY DAY SCHOOL,NEW YORK,RYE,NY ,10580,9149254514
RYE COUNTRY DAY SCHOOL,NEW HAMPSHIRE,RYE,NH ,03870,6039644066
S A HULL KINDERGARTEN,FLORIDA,JACKSONVILLE,FL ,32209,9047654278
SABOT AT STONY POINT,VIRGINIA,RICHMOND,VA ,23235,8042721341
SACO ISLAND SCHOOL,MAINE,BIDDEFORD,ME ,04005,2072831435
SACRAMENTO ADVENTIST ACADEMY,CALIFORNIA,CARMICHAEL,CA ,95608,9164812301
SACRAMENTO COUNTRY DAY SCHOOL,CALIFORNIA,SACRAMENTO,CA ,95864,9164818811
SACRAMENTO WALDORF SCHOOL,CALIFORNIA,FAIR OAKS,CA ,95628,9169613900
SACRED HEART / SAINT KATHARINE DREXEL SCHOOL,LOUISIANA,LAKE CHARLES,LA ,70601,3374363588
SACRED HEART ACADEMY,CALIFORNIA,REDLANDS,CA ,92373,9097923958
SACRED HEART ACADEMY,CALIFORNIA,SAN DIEGO,CA ,92107,6192227252
SACRED HEART ACADEMY,FLORIDA,TAMPA,FL ,33603,8132290618
SACRED HEART ACADEMY,CONNECTICUT,HAMDEN,CT ,06514,2032882309
SACRED HEART ACADEMY,MICHIGAN,MOUNT PLEASANT,MI ,48858,9897721457
SACRED HEART ACADEMY,KENTUCKY,LOUISVILLE,KY ,40206,5028976097
SACRED HEART ACADEMY,VIRGINIA,WINCHESTER,VA ,22601,5406627177
SACRED HEART ACADEMY,NEW YORK,HEMPSTEAD,NY ,11550,5164837383
SACRED HEART AREA SCHOOL,MINNESOTA,STAPLES,MN ,56479,2188942077
SACRED HEART CATHEDRAL PREPARATORY,CALIFORNIA,SAN FRANCISCO,CA ,94109,4157756626
SACRED HEART CATHEDRAL SCHOOL,KANSAS,DODGE CITY,KS ,67801,6202276532
SACRED HEART CATHEDRAL SCHOOL,FLORIDA,PENSACOLA,FL ,32503,8504366440
SACRED HEART CATHEDRAL SCHOOL,TENNESSEE,KNOXVILLE,TN ,37919,8655880415
SACRED HEART CATHOLIC SCHOOL,TEXAS,DEL RIO,TX ,78840,8307753274
SACRED HEART CATHOLIC SCHOOL,TEXAS,CROSBY,TX ,77532,2813286561
SACRED HEART CATHOLIC SCHOOL,TEXAS,MUENSTER,TX ,76252,9407592511
SACRED HEART CATHOLIC SCHOOL,MISSISSIPPI,HATTIESBURG,MS ,39401,6015838683
SACRED HEART CATHOLIC SCHOOL,TEXAS,HALLETTSVILLE,TX ,77964,3617984251
SACRED HEART CATHOLIC SCHOOL,WISCONSIN,SHAWANO,WI ,54166,7155265328
SACRED HEART CATHOLIC SCHOOL,WISCONSIN,REEDSBURG,WI ,53959,6085243611
SACRED HEART CATHOLIC SCHOOL,NORTH CAROLINA,SALISBURY,NC ,28147,7046332841
SACRED HEART CATHOLIC SCHOOL,OREGON,MEDFORD,OR ,97501,5417724105
SACRED HEART CATHOLIC SCHOOL,OKLAHOMA,OKLAHOMA CITY,OK ,73109,4056345673
SACRED HEART CATHOLIC SCHOOL,OREGON,GERVAIS,OR ,97026,5037924541
SACRED HEART CATHOLIC SCHOOL,PENNSYLVANIA,HAVERTOWN,PA ,19083,6104469198
SACRED HEART CATHOLIC SCHOOL,NEW MEXICO,FARMINGTON,NM ,87401,5053257152
SACRED HEART CATHOLIC SCHOOL,FLORIDA,NEW SMYRNA BEACH,FL ,32168,3864284732
SACRED HEART CATHOLIC SCHOOL,KANSAS,OTTAWA,KS ,66067,7852424297
SACRED HEART CATHOLIC SCHOOL,MISSOURI,FLORISSANT,MO ,63031,3148313372
SACRED HEART CATHOLIC SCHOOL,MINNESOTA,MINNEAPOLIS,MN ,55422,7635371329
SACRED HEART CATHOLIC SCHOOL,KANSAS,ARKANSAS CITY,KS ,67005,6204426550
SACRED HEART CATHOLIC SCHOOL,ALABAMA,FORT MCCLELLAN,AL ,36205,2562374231
SACRED HEART CATHOLIC SCHOOL,ARKANSAS,MORRILTON,AR ,72110,5013548113
SACRED HEART CATHOLIC SCHOOL,CALIFORNIA,PATTERSON,CA ,95363,2098923544
SACRED HEART CATHOLIC SCHOOL,ARIZONA,NOGALES,AZ ,85621,5202872223
SACRED HEART CATHOLIC SCHOOL,GEORGIA,WARNER ROBINS,GA ,31088,4789239668
SACRED HEART CATHOLIC SCHOOL,NEW YORK,CAMBRIA HEIGHTS,NY ,11411,7185270123
SACRED HEART CATHOLIC SCHOOL,TEXAS,CONROE,TX ,77301,9367563848
SACRED HEART CATHOLIC SCHOOL,OKLAHOMA,EL RENO,OK ,73036,4052622284
SACRED HEART CATHOLIC SCHOOL,LOUISIANA,MOREAUVILLE,LA ,71355,3189852772
SACRED HEART ELEMENTARY,ALABAMA,CULLMAN,AL ,35055,2567344563
SACRED HEART ELEMENTARY,CALIFORNIA,COVINA,CA ,91723,6263327222
SACRED HEART ELEMENTARY,NEBRASKA,NORFOLK,NE ,68701,4023714584
SACRED HEART ELEMENTARY,MISSISSIPPI,DIBERVILLE,MS ,39540,2283924180
SACRED HEART ELEMENTARY & HIGH SCHOOL,MISSOURI,SEDALIA,MO ,65301,6608273800
SACRED HEART ELEMENTARY SCHOOL,MISSOURI,EUREKA,MO ,63025,6369384602
SACRED HEART ELEMENTARY SCHOOL,MISSOURI,VALLEY PARK,MO ,63088,6362253824
SACRED HEART ELEMENTARY SCHOOL,NEBRASKA,OMAHA,NE ,68110,4024555858
SACRED HEART ELEMENTARY SCHOOL,NEW JERSEY,MOUNT HOLLY,NJ ,08060,6092671728
SACRED HEART ELEMENTARY SCHOOL,NEW JERSEY,SOUTH PLAINFIELD,NJ ,07080,9087560632
SACRED HEART ELEMENTARY SCHOOL,NEW JERSEY,SOUTH AMBOY,NJ ,08879,7327210834
SACRED HEART ELEMENTARY SCHOOL,OHIO,COSHOCTON,OH ,43812,7406223728
SACRED HEART ELEMENTARY SCHOOL,OHIO,FAIRFIELD,OH ,45014,5138584215
SACRED HEART ELEMENTARY SCHOOL,MONTANA,MILES CITY,MT ,59301,4062343850
SACRED HEART ELEMENTARY SCHOOL,CALIFORNIA,VENTURA,CA ,93004,8056476174
SACRED HEART ELEMENTARY SCHOOL,WISCONSIN,CASHTON,WI ,54619,6086547733
SACRED HEART ELEMENTARY SCHOOL,WISCONSIN,CUSTER,WI ,54423,7155924902
SACRED HEART ELEMENTARY SCHOOL,WEST VIRGINIA,WILLIAMSON,WV ,25661,3042353027
SACRED HEART ELEMENTARY SCHOOL,VIRGINIA,DANVILLE,VA ,24541,4347932656
SACRED HEART ELEMENTARY SCHOOL,TENNESSEE,LAWRENCEBURG,TN ,38464,9317626125
SACRED HEART ELEMENTARY SCHOOL,PENNSYLVANIA,PITTSBURGH,PA ,15206,4124411582
SACRED HEART ELEMENTARY SCHOOL,PENNSYLVANIA,CARBONDALE,PA ,18407,5702820340
SACRED HEART ELEMENTARY SCHOOL,CALIFORNIA,LANCASTER,CA ,93534,6619487131
SACRED HEART ELEMENTARY SCHOOL,KANSAS,PLAINVILLE,KS ,67663,7854342157
SACRED HEART ELEMENTARY SCHOOL,MINNESOTA,EAST GRAND FORKS,MN ,56721,2187731579
SACRED HEART ELEMENTARY SCHOOL,MASSACHUSETTS,KINGSTON,MA ,02364,7815852114
SACRED HEART ELEMENTARY SCHOOL,MARYLAND,GLYNDON,MD ,21071,4108330857
SACRED HEART ELEMENTARY SCHOOL,MASSACHUSETTS,WEYMOUTH,MA ,02188,7813356010
SACRED HEART ELEMENTARY SCHOOL,IOWA,MAQUOKETA,IA ,52060,5636523743
SACRED HEART ELEMENTARY SCHOOL,IOWA,OELWEIN,IA ,50662,3192831366
SACRED HEART ELEMENTARY SCHOOL,IOWA,OSAGE,IA ,50461,6417325221
SACRED HEART ELEMENTARY SCHOOL,INDIANA,WARSAW,IN ,46580,5742675874
SACRED HEART ELEMENTARY SCHOOL,INDIANA,FOWLER,IN ,47944,7658840710
SACRED HEART ELEMENTARY SCHOOL,ILLINOIS,EFFINGHAM,IL ,62401,2173424060
SACRED HEART ELEMENTARY SCHOOL,CALIFORNIA,BRAWLEY,CA ,92227,7603442662
SACRED HEART ELEMENTARY SCHOOL,CALIFORNIA,SACRAMENTO,CA ,95816,9164561576
SACRED HEART ELEMENTARY SCHOOL,CALIFORNIA,ANDERSON,CA ,96007,5303651429
SACRED HEART ELEMENTARY SCHOOL,CALIFORNIA,FRESNO,CA ,93703,5592513171
SACRED HEART ELEMENTARY SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90031,3232254177
SACRED HEART GRADE SCHOOL,WEST VIRGINIA,CHARLESTON,WV ,25301,3043465491
SACRED HEART GRADE SCHOOL,NEW JERSEY,CAMDEN,NJ ,08104,8569631341
SACRED HEART GRIFFIN HIGH SCHOOL,ILLINOIS,SPRINGFIELD,IL ,62702,2177871595
SACRED HEART HIGH SCHOOL,CONNECTICUT,WATERBURY,CT ,06706,2037531605
SACRED HEART HIGH SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90031,3232252209
SACRED HEART HIGH SCHOOL,MASSACHUSETTS,KINGSTON,MA ,02364,7815857511
SACRED HEART HIGH SCHOOL,MINNESOTA,EAST GRAND FORKS,MN ,56721,2187730230
SACRED HEART HIGH SCHOOL,NEW YORK,YONKERS,NY ,10703,9149653114
SACRED HEART HIGH SCHOOL,LOUISIANA,VILLE PLATTE,LA ,70586,3373631475
SACRED HEART HIGH SCHOOL,NEW JERSEY,VINELAND,NJ ,08360,8566914491
SACRED HEART INTERPAROCHIAL SCHOOL,FLORIDA,PINELLAS PARK,FL ,33781,7275441106
SACRED HEART JR-SR HIGH SCHOOL,KANSAS,SALINA,KS ,67401,7858274422
SACRED HEART KINDERGARTEN,MISSOURI,FLORISSANT,MO ,63031,3148376939
SACRED HEART KINDERGARTEN & PREKINDERGARTEN,OHIO,STEUBENVILLE,OH ,43953,7402823801
SACRED HEART MANOR NURSERY & KDGN,CONNECTICUT,HAMDEN,CT ,06514,2032304889
SACRED HEART MODEL SCHOOL,KENTUCKY,LOUISVILLE,KY ,40206,5028963931
SACRED HEART NATIVTY SCHOOLS,CALIFORNIA,SAN JOSE,CA ,95110,4089931293
SACRED HEART OF JESUS ELEMENTARY SCHOOL,MASSACHUSETTS,GARDNER,MA ,01440,9786320950
SACRED HEART OF JESUS ELEMENTARY SCHOOL,PENNSYLVANIA,PHILADELPHIA,PA ,19147,2154624219
SACRED HEART OF JESUS PARISH SCHOOL,PENNSYLVANIA,BATH,PA ,18014,6108376391
SACRED HEART OF JESUS SCHOOL,PENNSYLVANIA,LEWISTOWN,PA ,17044,7172485351
SACRED HEART OF JESUS SCHOOL,NEW YORK,NEW YORK,NY ,10019,2122464787
SACRED HEART OF JESUS SCHOOL,LOUISIANA,NORCO,LA ,70079,9857649958
SACRED HEART OF JESUS SCHOOL,COLORADO,BOULDER,CO ,80304,3034472362
SACRED HEART OF JESUS SCHOOL,MICHIGAN,GRAND RAPIDS,MI ,49504,6164590948
SACRED HEART OF MARY SCHOOL,MARYLAND,BALTIMORE,MD ,21222,4106337040
SACRED HEART PARISH SCHOOL,CALIFORNIA,RED BLUFF,CA ,96080,5305276727
SACRED HEART PARISH SCHOOL,CALIFORNIA,RANCHO CUCAMONGA,CA ,91739,9098991049
SACRED HEART PARISH SCHOOL,CALIFORNIA,CORONADO,CA ,92118,6194374431
SACRED HEART PARISH SCHOOL,CALIFORNIA,HOLLISTER,CA ,95023,8316374157
SACRED HEART PARISH SCHOOL,TEXAS,UVALDE,TX ,78801,8302782661
SACRED HEART PREPARATORY,CALIFORNIA,ATHERTON,CA ,94027,6504548446
SACRED HEART PRESCHOOL,KENTUCKY,LOUISVILLE,KY ,40206,5028963941
SACRED HEART SCHOOL,MISSOURI,SAINT MARY,MO ,63673,5735432997
SACRED HEART SCHOOL,INDIANA,JEFFERSONVILLE,IN ,47130,8122833123
SACRED HEART SCHOOL,ILLINOIS,LOMBARD,IL ,60148,6306290536
SACRED HEART SCHOOL,SOUTH DAKOTA,YANKTON,SD ,57078,6056655841
SACRED HEART SCHOOL,NEW YORK,TROY,NY ,12180,5182743655
SACRED HEART SCHOOL,MINNESOTA,SAUK RAPIDS,MN ,56379,3202512854
SACRED HEART SCHOOL,ARIZONA,PRESCOTT,AZ ,86301,9284452621
SACRED HEART SCHOOL,FLORIDA,JACKSONVILLE,FL ,32244,9047715800
SACRED HEART SCHOOL,CONNECTICUT,GROTON,CT ,06340,8604450611
SACRED HEART SCHOOL,CONNECTICUT,TAFTVILLE,CT ,06380,8608871757
SACRED HEART SCHOOL,ILLINOIS,CHICAGO,IL ,60617,7737683728
SACRED HEART SCHOOL,ILLINOIS,WINNETKA,IL ,60093,8474460005
SACRED HEART SCHOOL,ILLINOIS,MELROSE PARK,IL ,60160,7086810240
SACRED HEART SCHOOL,KANSAS,NESS CITY,KS ,67560,7857983530
SACRED HEART SCHOOL,KANSAS,PRATT,KS ,67124,6206723687
SACRED HEART SCHOOL,KANSAS,SHAWNEE,KS ,66218,9134225520
SACRED HEART SCHOOL,KANSAS,EMPORIA,KS ,66801,6203437394
SACRED HEART SCHOOL,CONNECTICUT,NEW BRITAIN,CT ,06053,8602297663
SACRED HEART SCHOOL,IOWA,WEST DES MOINES,IA ,50265,5152231284
SACRED HEART SCHOOL,IOWA,BOONE,IA ,50036,5154324124
SACRED HEART SCHOOL,IOWA,SIOUX CITY,IA ,51103,7122331624
SACRED HEART SCHOOL,IOWA,SPENCER,IA ,51301,7122626428
SACRED HEART SCHOOL,IOWA,WATERLOO,IA ,50702,3192346593
SACRED HEART SCHOOL,IOWA,MONTICELLO,IA ,52310,3194654605
SACRED HEART SCHOOL,ILLINOIS,PANA,IL ,62557,2175622425
SACRED HEART SCHOOL,CALIFORNIA,TURLOCK,CA ,95380,2096347787
SACRED HEART SCHOOL,MASSACHUSETTS,NORTH QUINCY,MA ,02171,6173283830
SACRED HEART SCHOOL,MASSACHUSETTS,ROSLINDALE,MA ,02131,6173232500
